DOD Component,DOD Country,DOD Joint Base,DOD Status,DOD Site Name,DOD State,Carcinogen,Chemical Name,Classification,Clean Air Act,Date Signed,Elemental Metal,Facility City,Facility County,Facility Name,Facility State,Facility Street,Facility Zip Code,Federal Facility,Metal,Mixture Name,PFAS,Reporting Year,TRI Chemical ID,TRIFD,Unit of Measure,X,Y
Army Active,United States,N/A,ACT,Tobyhanna Army Depot,Pennsylvania,NO,Lead compounds,PBT,YES,2017-06-23,,TOBYHANNA,MONROE,US ARMY TOBYHANNA ARMY DEPOT,PA,11 HAP ARNOLD BLVD,18466,YES,YES,,NO,2016,N420,18466TBYHNMAILS,Pounds,-75.419439,41.19305
Army Active,United States,N/A,ACT,Tobyhanna Army Depot,Pennsylvania,NO,Lead compounds,PBT,YES,2018-06-28,,TOBYHANNA,MONROE,US ARMY TOBYHANNA ARMY DEPOT,PA,11 HAP ARNOLD BLVD,18466,YES,YES,,NO,2017,N420,18466TBYHNMAILS,Pounds,-75.419439,41.19305
Army Active,United States,N/A,ACT,Tobyhanna Army Depot,Pennsylvania,NO,Lead compounds,PBT,YES,2020-05-27,YES,TOBYHANNA,MONROE,US ARMY TOBYHANNA ARMY DEPOT,PA,11 HAP ARNOLD BLVD,18466,YES,YES,,NO,2018,N420,18466TBYHNMAILS,Pounds,-75.419439,41.19305
Army Active,United States,N/A,ACT,Tobyhanna Army Depot,Pennsylvania,YES,Lead,PBT,YES,2021-06-21,NO,TOBYHANNA,MONROE,US ARMY TOBYHANNA ARMY DEPOT,PA,11 HAP ARNOLD BLVD,18466,YES,YES,,NO,2020,0007439921,18466TBYHNMAILS,Pounds,-75.419439,41.19305
Army Guard,United States,N/A,ACT,NG TS Camp Johnson,Vermont,YES,Lead,PBT,YES,2008-05-30,,COLCHESTER,CHITTENDEN,U.S. ARMY NATIONAL GUARD CAMP JOHNSON (RANGE),VT,789 VERMONT NATIONAL GUARD RD,5446,YES,YES,,NO,2007,0007439921,05446SRMYC789VE,Pounds,-73.16273,44.50107
Army Guard,United States,N/A,ACT,NG TS Camp Johnson,Vermont,YES,Lead,PBT,YES,2009-06-25,,COLCHESTER,CHITTENDEN,U.S. ARMY NATIONAL GUARD CAMP JOHNSON (RANGE),VT,789 VERMONT NATIONAL GUARD RD,5446,YES,YES,,NO,2008,0007439921,05446SRMYC789VE,Pounds,-73.16273,44.50107
Army Guard,United States,N/A,ACT,NG TS Camp Johnson,Vermont,YES,Lead,PBT,YES,2010-06-21,,COLCHESTER,CHITTENDEN,U.S. ARMY NATIONAL GUARD CAMP JOHNSON (RANGE),VT,789 VERMONT NATIONAL GUARD RD,5446,YES,YES,,NO,2009,0007439921,05446SRMYC789VE,Pounds,-73.16273,44.50107
Army Guard,United States,N/A,ACT,NG TS Camp Johnson,Vermont,YES,Lead,PBT,YES,2011-06-27,,COLCHESTER,CHITTENDEN,U.S. ARMY NATIONAL GUARD CAMP JOHNSON (RANGE),VT,789 VERMONT NATIONAL GUARD RD,5446,YES,YES,,NO,2010,0007439921,05446SRMYC789VE,Pounds,-73.16273,44.50107
Army Active,United States,N/A,ACT,NG TS Clark Natl Forest Wapp,Missouri,YES,Lead,PBT,YES,2014-06-23,,WAPPAPELLO,WAYNE,US ARMY NATIONAL GUARD WAPPAPELLO TS RANGES,MO,461 COUNTY ROAD 517,63966,YES,YES,,NO,2013,0007439921,6396WWPPPL461CU,Pounds,-90.270028,36.902389
Army Active,United States,N/A,ACT,NG TS Clark Natl Forest Wapp,Missouri,YES,Lead,PBT,YES,2015-05-19,,WAPPAPELLO,WAYNE,US ARMY NATIONAL GUARD WAPPAPELLO TS RANGES,MO,461 COUNTY ROAD 517,63966,YES,YES,,NO,2014,0007439921,6396WWPPPL461CU,Pounds,-90.270028,36.902389
Army Active,United States,N/A,ACT,NG TS Clark Natl Forest Wapp,Missouri,YES,Lead,PBT,YES,2017-05-03,,WAPPAPELLO,WAYNE,US ARMY NATIONAL GUARD WAPPAPELLO TS RANGES,MO,461 COUNTY ROAD 517,63966,YES,YES,,NO,2016,0007439921,6396WWPPPL461CU,Pounds,-90.270028,36.902389
Army Active,United States,N/A,ACT,NG TS Clark Natl Forest Wapp,Missouri,YES,Lead,PBT,YES,2018-05-25,,WAPPAPELLO,WAYNE,US ARMY NATIONAL GUARD WAPPAPELLO TS RANGES,MO,461 COUNTY ROAD 517,63966,YES,YES,,NO,2017,0007439921,6396WWPPPL461CU,Pounds,-90.270028,36.902389
Army Active,United States,N/A,ACT,NG TS Clark Natl Forest Wapp,Missouri,YES,Lead,PBT,YES,2019-06-18,NO,WAPPAPELLO,WAYNE,US ARMY NATIONAL GUARD WAPPAPELLO TS RANGES,MO,461 COUNTY ROAD 517,63966,YES,YES,,NO,2018,0007439921,6396WWPPPL461CU,Pounds,-90.270028,36.902389
Army Active,United States,N/A,ACT,NG TS Clark Natl Forest Wapp,Missouri,YES,Lead,PBT,YES,2020-06-22,NO,WAPPAPELLO,WAYNE,US ARMY NATIONAL GUARD WAPPAPELLO TS RANGES,MO,461 COUNTY ROAD 517,63966,YES,YES,,NO,2019,0007439921,6396WWPPPL461CU,Pounds,-90.270028,36.902389
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2008-05-30,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2007,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2009-06-25,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2008,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2010-06-21,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2009,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2011-06-27,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2010,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2012-06-28,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2011,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2013-06-18,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2012,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2014-06-18,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2013,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2015-06-16,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2014,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2016-06-03,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2015,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2017-06-06,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2016,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2018-06-22,,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2017,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2019-06-17,NO,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2018,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2020-06-11,NO,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2019,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Guard,United States,N/A,ACT,NG TS Ethan Allen Range,Vermont,YES,Lead,PBT,YES,2021-06-23,NO,JERICHO,CHITTENDEN,US ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,VT,ETHAN ALLEN FIRING RANGE,5465,YES,YES,,NO,2020,0007439921,05465SRMYTETHAN,Pounds,-72.935099,44.477528
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,1996-07-10,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,1995,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,1998-08-31,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,1997,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,2000-06-20,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,1999,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,2001-10-10,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2000,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,2002-06-24,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2001,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,2003-06-24,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2002,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,2004-06-24,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2003,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,2005-06-15,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2004,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,2007-06-25,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2006,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,2008-07-01,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2007,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Methyl isobutyl ketone,TRI,YES,2009-05-29,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2008,0000108101,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Chlorine,TRI,YES,2011-06-24,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2010,0007782505,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Mercury,PBT,YES,2011-06-24,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2010,0007439976,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Nickel,TRI,YES,2011-06-24,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2010,0007440020,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Mercury,PBT,YES,2012-06-19,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2011,0007439976,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Chlorine,TRI,YES,2012-06-19,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2011,0007782505,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Chlorine,TRI,YES,2013-06-26,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,NO,,NO,2012,0007782505,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Mercury,PBT,YES,2013-06-26,,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2012,0007439976,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Chromium,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2015,0007440473,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Manganese,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2015,0007439965,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Nickel,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2015,0007440020,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Chromium,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2016,0007440473,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Manganese,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2016,0007439965,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Nickel,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2016,0007440020,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Manganese,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2017,0007439965,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Nickel,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2017,0007440020,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Chromium,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2017,0007440473,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Manganese,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2018,0007439965,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Chromium,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2018,0007440473,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Nickel,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2018,0007440020,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Nickel,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2019,0007440020,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Chromium,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2019,0007440473,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Manganese,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2019,0007439965,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Manganese,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2020,0007439965,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,YES,Nickel,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2020,0007440020,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Active,United States,N/A,ACT,Us Army Joint Sys Mfg CtrLima,Ohio,NO,Chromium,TRI,YES,2021-07-29,NO,LIMA,ALLEN,U S ARMY JOINT SYSTEMS MANUFACTURING CENTER,OH,1155 BUCKEYE RD,45804,YES,YES,,NO,2020,0007440473,45804SRMYL1155B,Pounds,-84.128767,40.708654
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2008-05-05,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2007,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2009-06-16,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2008,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2010-06-04,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2009,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2011-06-28,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2010,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2012-05-18,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2011,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2013-05-23,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2012,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2014-06-23,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2013,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2015-06-08,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2014,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2016-04-20,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2015,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2017-03-08,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2016,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2018-04-10,,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2017,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2019-04-01,NO,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2018,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2020-05-29,NO,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2019,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Catoosa,Georgia,YES,Lead,PBT,YES,2021-06-21,NO,TUNNEL HILL,CATOOSA,US ARMY NATIONAL GUARD CATOOSA RANGE(S),GA,43 PISTOL RANGE RD,30755,YES,YES,,NO,2020,0007439921,30755SRMYN43PIS,Pounds,-85.06199,34.90784
Army Guard,United States,N/A,ACT,NG VTS Smyrna,Tennessee,YES,Lead,PBT,YES,2008-05-05,,SMYRNA,RUTHERFORD,US ARMY NATIONAL GUARD SMYRNA RANGE(S),TN,681 FITZHUGH BLVD,37167,YES,YES,,NO,2007,0007439921,37167SRMYNFITZH,Pounds,-86.507033,36.008969
Army Guard,United States,N/A,ACT,NG VTS Smyrna,Tennessee,YES,Lead,PBT,YES,2009-06-16,,SMYRNA,RUTHERFORD,US ARMY NATIONAL GUARD SMYRNA RANGE(S),TN,681 FITZHUGH BLVD,37167,YES,YES,,NO,2008,0007439921,37167SRMYNFITZH,Pounds,-86.507033,36.008969
